sentence_id,at,content,category,sentiment
review_75_1,2025-10-30 07:29:16,"heh buat goto kalo abis update an di cek dlu napa aplikasinya,masa habis di update , ngelagnya gak ketolongan mending aplikasi sebelah aja lebih pasti",app,negative
review_76_1,2025-10-30 07:29:14,good,none,positive
review_77_1,2025-10-30 07:26:20,sangat bagus untuk pergi²,service,positive
review_81_1,2025-10-30 06:26:49,"Pembayaran yang terlalu mahal driver sering minta uang lebih tidak pernah tepat waktu driver aneh sering muter"" ""supaya minta uang lebih sama macim juga begitu klw buru"""" gak usah pakai noh aplikasi datang gak pernah cepat""",app dan service,negative
review_86_2,2025-10-30 05:26:25,"order goride jmput anak sekolah pas dapat driver yang manja orderan saya di tahan hampir satu jam, sampai akhirnya di cancel Ama drivernya",service,negative
review_88_1,2025-10-30 05:10:55,ganti pin gabisa² uangnya sayang banget gabisa kepake buat bayar dicoba berkali² udah hampir sebulan juga ga bisaaa aneh banget heran,app,negative
review_89_1,2025-10-30 05:08:00,terbaik,none,positive
review_90_2,2025-10-30 05:06:03,padahal baru di isi saldo gmana sih tiap login harus nunggu 60 menit,app,negative
review_91_1,2025-10-30 05:00:32,trimakasih,none,positive
review_92_2,2025-10-30 04:59:28,jika jalan macet driver harus buru2 tiba di resto jika tidak akan ada pembatalan by sistem..jika ada sesuatu hal yg tidak di inginkan terjadi Pd driver yg ingin cepat sampai titik penjemputan dengan radius 4km siapa yg mau di salahkan..,app,negative
review_93_2,2025-10-30 04:57:53,salam .50,none,neutral
review_98_1,2025-10-30 03:51:04,good job,none,positive
review_99_1,2025-10-30 03:46:17,"baik,mantap,good",none,positive
review_100_1,2025-10-30 03:41:02,"mau upgrade ke plus aja susahnya minta ampun, tolong dong jgn di persulit org mau tf gopay ke rek kaya gini.",app,negative
review_101_2,2025-10-30 03:21:47,gak mau ambil orderan males,service,negative
review_102_1,2025-10-30 03:18:05,baik untuk di gunakan,none,positive
review_104_1,2025-10-30 03:07:44,mantap,none,positive
review_105_1,2025-10-30 03:01:48,"jek jek aplikasi kau di bajak tuh di fitur chat dengan nomor tidak dikenal, melakukan penagihan secara tidak sopan dan bar bar,sedangkan saya tidak mempunyai tunggakan di aplikasi gojek itu sangat menganggu.",app,negative
review_108_2,2025-10-30 01:52:46,ikut paket langgananpun promo nya sm dg yg ga ikut paket langganan dan minim lg kdg gps nya jg troubel jg ga bs pantau posisi driver,app,negative
review_109_1,2025-10-30 01:44:10,bermanfaat,none,positive
review_113_1,2025-10-30 00:44:30,supir seenaknya jidat cancel cok,service,negative
review_114_1,2025-10-30 00:24:48,amanah dan tanggung jawab,none,positive
review_118_1,2025-10-29 23:33:05,aman dan nyaman,none,positive
review_124_1,2025-10-29 21:54:28,mantap 👍,none,positive
review_125_1,2025-10-29 21:05:48,"Aplikasi Cerdas, Teman dikala butuh transportasi instan pengiriman barang beli makanan , beli obat²tan 24 jam Recommended",app,positive
review_126_1,2025-10-29 20:27:57,makasih,none,positive
review_128_1,2025-10-29 18:25:41,keren,none,positive
review_129_1,2025-10-29 18:18:48,sopir sangat ramah.,service,positive
review_129_2,2025-10-29 18:18:48,dan cara mengemudikanya sangat nyaman bgt,service,positive
review_130_1,2025-10-29 17:39:57,sangat membantu,none,positive
review_135_1,2025-10-29 14:43:50,mantap,none,positive
review_137_1,2025-10-29 13:47:34,fitur gofood tidak ramah ke customer,app,negative
review_140_1,2025-10-29 13:04:10,nice,none,positive
review_143_1,2025-10-29 12:44:09,aplikasi ini sangat mantap,app,positive
review_145_1,2025-10-29 12:29:01,gojek memang oke,service,positive
review_146_1,2025-10-29 12:10:00,subhanallah alhamdulillah laa ilaha illallah allahu akbar laa haula walaa quwwata illa billah,none,neutral
review_148_1,2025-10-29 12:05:42,selalu nyaman pakai gojek,service,positive
review_149_1,2025-10-29 12:04:45,Bagus bangett 🫰🏻😻,none,positive
review_151_1,2025-10-29 12:01:02,terlalu ribet,none,negative
review_152_1,2025-10-29 11:57:29,god good,none,positive
review_153_1,2025-10-29 11:56:12,kalo lagi ujan susah banget dapet drivernyaaa,service,negative
review_154_3,2025-10-29 11:50:05,"sy bayar tokopedia gopay paylater 2bulan, rekening saldo kepotong notifikasi ke kirim masuk,tp cicilan gak berkurang, malah 3 hari status jd hangus,kmn coba itu uang kekirim, sangat kecewa, jd kapok pake tokopedia sama gojeg cicilan, hey teman jgn beli pake paylater nya tokped gojeg gopay, pt mabnya bermasalah, banyak penipunya",app,negative
review_155_1,2025-10-29 11:44:42,"hujan dikit susah cari driver, gofood sampe 1,5jam gak ada driver,gosend juga sama.",service,negative
review_158_1,2025-10-29 11:20:19,driver lama setiap order mknya lama serba lama,service,negative
review_159_1,2025-10-29 11:18:16,mantap,none,positive
review_160_4,2025-10-29 11:17:48,MAU NGAJAK RIBUT APA GIMANA APLIKASI KOCAK,app,negative
review_162_1,2025-10-29 11:14:17,Mantab & Oke banget,none,positive
review_163_1,2025-10-29 11:13:58,bagus,none,positive
review_164_1,2025-10-29 11:10:33,good,none,positive
review_165_1,2025-10-29 11:03:50,good membantu,none,positive
review_166_1,2025-10-29 11:03:05,mantap,none,positive
review_167_1,2025-10-29 10:53:32,"Gojek selalu Mantap, dan tetap selalu di hati",service,positive
review_170_1,2025-10-29 10:28:58,mantap,none,positive
review_171_1,2025-10-29 09:58:49,keren,none,positive
review_172_6,2025-10-29 09:55:42,"kecewa banget,, sorry ya Aplikasi lo w Uninstall",app,negative
review_173_1,2025-10-29 09:53:14,bagussss,none,positive
review_175_1,2025-10-29 09:42:51,"map nya gak jelas banget, gak update pergerakan driver.",app,negative
review_175_2,2025-10-29 09:42:51,sering error padahal jaringan bagus.,app,negative
review_181_1,2025-10-29 08:58:43,saya senang dengan adanya gojek mau pergi kemana saja jadi mudah,service,positive
review_182_1,2025-10-29 08:51:59,ni gojek udh di setting alamat nya sudah sering pesan tiba tiba berubah sendiri. tolong lah kalo gk ada yang minta pindah alamat jgn di pindahin sendiri,app,negative
review_183_1,2025-10-29 08:51:47,sangat membantu,none,positive
review_184_1,2025-10-29 08:46:05,"mau hapus akun aja susah banget , di persulit",app,negative
review_192_1,2025-10-29 07:50:27,good,none,positive
review_194_2,2025-10-29 07:44:44,Terimakasih GO-JEK🙏,service,positive
review_195_1,2025-10-29 07:43:44,bagus2 sangat membantu....,none,positive
review_196_1,2025-10-29 07:27:54,selalu terbantu dengan aplikasi gojek,app,positive
review_199_1,2025-10-29 07:03:24,"naik gocar plg dari mall dapet driver nya rewel sepanjang jalan ngomong terus, wkwk keliatan nya si driver kaya ga suka gitu sama penumpang nya.karna di suruh masuk ke parkiran dan ga jauh juga parkiran nya. padahal kita bayar loh, bgtu pun uang parkir kita bayar kalau emg gamau kn dia bisa cancel ga perlu ambil. kocak",service,negative
review_200_1,2025-10-29 06:57:23,Sangat sangat bagus,none,positive
review_201_1,2025-10-29 06:55:09,sangat membantu☝️👏👏👌🤟,none,positive
review_204_1,2025-10-29 06:01:01,driver tepat waktu dan sopan,service,positive
review_208_1,2025-10-29 05:09:24,"gojek ini pembohong..kita pesan gojek comfort selalu karena di iming2i new avanza, expander dll.. tapi tetap aja yg dtg xenia dan avanza tahun lama.. kalau bgitu terus kita bakalan pindah ke aplikasi lain yg lebih baik dan jujur apa adanya.. gak tukang bohong...",service,negative
review_209_1,2025-10-29 05:04:12,Aplikasi apa ini setiap mau di pake gangguan servernya,app,negative
review_215_1,2025-10-29 03:55:46,gampang dan mudah,none,positive
review_216_2,2025-10-29 03:50:00,gangguan terus,app,negative
review_217_1,2025-10-29 03:07:10,setiap ada kesalahan sistem tidak pernah merespon sesuai kendala.,app,negative
review_218_1,2025-10-29 02:51:15,Drivernya sopan dan kata²nya baik,service,positive
review_220_1,2025-10-29 02:34:56,"selama ini ok ok aja, cuman pas moment2 tertentu kadang suka kesel sush cari driver",service,negative
review_223_1,2025-10-29 01:43:18,sangat nyaman,none,positive
review_224_1,2025-10-29 01:30:23,ok,none,positive
review_225_1,2025-10-29 01:25:45,sangat bermanfaat,none,positive
review_227_1,2025-10-29 01:08:09,sangat membantu,none,positive
review_228_1,2025-10-29 01:06:36,bagus,none,positive
review_229_1,2025-10-29 01:02:23,good,none,positive
review_230_1,2025-10-29 00:52:38,"ini gimana sih dari sekian banyak driver gada yang mau ngambil orderan saya, saya nunggu dari pagi gada satupun yang ngambil.Saya jadi terlambat ujung-ujungnya yang ngambil driver yang sama dan itupun lama. ""Saya sudah aktifkan pencarian cepat tapi apa? gada yang nerima!""",service,negative
review_231_1,2025-10-29 00:41:21,mantap sangat membantu,none,positive
review_232_1,2025-10-29 00:36:29,bisa diandalkan,none,positive
review_233_1,2025-10-29 00:29:37,ok,none,positive
review_234_1,2025-10-29 00:28:55,Alhamdulillah sangat membantu,none,positive
review_235_1,2025-10-28 23:37:04,puas dengan semua muanya...,none,positive
review_239_1,2025-10-28 23:18:54,keren,none,positive
review_240_1,2025-10-28 23:02:03,nyaman,none,positive
review_242_1,2025-10-28 22:30:12,mantap pelayananya,service,positive
review_245_1,2025-10-28 20:49:28,bagus,none,positive
review_246_1,2025-10-28 19:01:18,oke,none,positive
review_247_1,2025-10-28 19:01:11,masaan malam gadak apa lah aplikasi gini,app,negative
review_250_1,2025-10-28 18:27:35,"Selain hemat juga top pelayanan dari Gojek, good.",service,positive
review_253_1,2025-10-28 17:11:51,enak lh pokonya minusnya gk ada sendok aja,service,positive
review_254_1,2025-10-28 16:49:08,driver yg ramah dan profesional👍,service,positive
review_256_1,2025-10-28 16:24:36,mantap,none,positive
review_258_1,2025-10-28 16:01:02,Kenapa sih gojek plus gak bisa di refund.mana potongan vouchernya cuma seribu. tau gitu gak langganan anjay,app,negative
review_261_1,2025-10-28 15:02:43,nice,none,positive
review_264_1,2025-10-28 14:47:31,ribet gblk,none,negative
review_265_1,2025-10-28 14:30:11,gajelas banget masa pesen gak bisa di batalkan,app,negative
review_267_1,2025-10-28 14:06:58,oke bagus,none,positive
review_268_1,2025-10-28 13:43:01,Bagus Keren,none,positive
review_270_1,2025-10-28 13:35:56,bravo,none,positive
review_271_1,2025-10-28 13:13:38,udah nunggu 3 jam ga dapet2 gojeknya sampe udah ngecancel dan ulang lagi hampir 71 kali gimana sih ahhhh,service,negative
review_272_1,2025-10-28 13:13:17,Bagus,none,positive
review_275_1,2025-10-28 12:57:35,makasih ya udah membantu lperjalanan dg aman dan nyaman sehat selalu dan sukseees terus,service,positive
review_279_1,2025-10-28 12:26:07,Mantap,none,positive
review_280_1,2025-10-28 12:25:48,berfungsi dengan baik,none,positive
review_281_1,2025-10-28 12:15:34,Gojek memang mantap,service,positive
review_282_1,2025-10-28 12:14:11,baik drivernya,service,positive
review_283_1,2025-10-28 12:07:43,bagus bgt apk nyooo,app,positive
review_286_1,2025-10-28 11:53:19,mantap,none,positive
review_287_1,2025-10-28 11:48:09,bagus,none,positive
review_292_1,2025-10-28 11:08:31,good,none,positive
review_295_1,2025-10-28 11:00:47,"Kalo Gerimis doang driver lama banget datangnya, sama mencari driver yang mau menerima.",service,negative
review_297_1,2025-10-28 10:57:41,pilihan terbaik,none,positive
review_303_1,2025-10-28 10:24:26,Alhamdulillah selalu dapat driver yang baik,service,positive
review_304_1,2025-10-28 10:22:58,drivernya ramah,service,positive
review_305_1,2025-10-28 10:20:16,lama bet ko n,none,negative
review_306_1,2025-10-28 10:17:03,pertahankan prestasimu,none,positive
review_308_1,2025-10-28 10:16:34,good,none,positive
review_309_1,2025-10-28 10:14:04,okee,none,positive
review_310_1,2025-10-28 10:08:41,bravooo,none,positive
review_312_1,2025-10-28 08:59:30,good,none,positive
review_314_1,2025-10-28 08:27:24,mantap,none,positive
review_316_1,2025-10-28 07:44:03,tolong pihak kantor gojek evaluasi dan training attitude ke para driver..jgn seenaknya dan semaunya sendiri,service,negative
review_319_1,2025-10-28 07:28:16,membantu sekaliii gojek ter lup lup ❤ sedunia,service,positive
review_320_1,2025-10-28 07:27:39,"iT error banget,, kebanyakankecubung",app,negative
review_321_1,2025-10-28 07:21:35,nyaman,none,positive
review_322_1,2025-10-28 07:08:42,terbaik,none,positive
review_323_1,2025-10-28 06:47:48,"update penggunaan terbaru, masih The best aplikasi transportasi",app,positive
review_324_1,2025-10-28 06:28:18,good job,none,positive
review_325_1,2025-10-28 06:14:09,sangat membantu,none,positive
review_329_1,2025-10-28 06:05:08,good,none,positive
review_330_1,2025-10-28 06:04:30,pelayanan prima,service,positive
review_332_1,2025-10-28 05:53:46,AKHIR² INI KAYAK BERAT BANGET APLIKASINYA!,app,negative
review_336_1,2025-10-28 05:07:20,sangat membantuu,none,positive
review_337_1,2025-10-28 05:00:32,"pelayanan bagus, mobil bagus",service,positive
review_339_1,2025-10-28 04:48:07,bagus banget,none,positive
review_341_1,2025-10-28 04:36:04,sangat bagus,none,positive
review_343_1,2025-10-28 04:20:52,memuaskan..,none,positive
review_345_1,2025-10-28 04:18:02,All the best,none,positive
review_348_1,2025-10-28 03:48:51,"kalau hujan udah gak bisa di andelin, susah sangat dapat drivernya.",service,negative
review_350_1,2025-10-28 03:34:21,"semenjak di update kok jadi lag parah sih bisa pesen makanan,",app,negative
review_350_2,2025-10-28 03:34:21,tapi gak bisa pesen ojek,app,negative
review_351_1,2025-10-28 03:33:25,Terlalu sering minta update ini app,app,negative
review_354_1,2025-10-28 03:13:45,app nya kurang oke.hanya nyilsa driver aja,app,negative
review_356_1,2025-10-28 02:15:17,sering eror,app,negative
review_357_1,2025-10-28 02:00:25,sangat nyaman drivernya baik.siiiiipppppp semoga lebih baik lagi pelayanan gojek,service,positive
review_358_2,2025-10-28 01:54:44,mantab 👍,none,positive
review_363_1,2025-10-28 01:05:09,gojek gosen ok lh saat gk bs jln sndri ad gojek kirim barang ad gosen,service,positive
review_365_1,2025-10-28 00:10:09,suka aplikasi ini,app,positive
review_366_1,2025-10-28 00:04:28,nyaman,none,positive
review_367_1,2025-10-27 23:51:46,puas bgt pelayanan,service,positive
review_374_1,2025-10-27 22:45:00,sangat sangat membantu sekali,none,positive
review_375_1,2025-10-27 22:08:03,baik,none,positive
review_376_1,2025-10-27 20:51:35,lumayan membantu disaat perlu transportasi,service,positive
review_377_2,2025-10-27 20:13:23,App gopay sya jadi ke apus mana ada saldo ya lagi di donwload malah gak ketemu tolong min app gopay ya.,app,negative
review_379_1,2025-10-27 17:13:08,good,none,positive
review_380_1,2025-10-27 16:53:22,"terlalu lama mendapatkan driver di daerah cipanas, keburu ga mood makannya😡😡😡👎👎👎",service,negative
review_382_1,2025-10-27 16:00:17,sampai saat ini masih oke,none,positive
review_383_1,2025-10-27 16:00:06,sangat membantu saya,none,positive
review_391_1,2025-10-27 14:46:52,good,none,positive
review_395_1,2025-10-27 13:34:38,amazing skill 4 driver,service,positive
review_396_1,2025-10-27 13:16:52,mantappp,none,positive
review_397_1,2025-10-27 13:12:34,"Terima kasih, semoga berkah.",none,positive
review_400_1,2025-10-27 12:42:30,good,none,positive
review_402_1,2025-10-27 12:25:13,"Aplikasi nya kadang eror saat chat dengan driver, sudah chat ke driver,tapi pesan chat belum terkirim, padahal sinyal HP aman",app,negative
review_403_1,2025-10-27 12:20:53,terbaik,none,positive
review_407_1,2025-10-27 11:40:20,"sangat mudah digunakan aplikasinya,mksh",app,positive
review_415_1,2025-10-27 10:33:43,"bagus aplikasinya cuman pas sinyal ilang tiba-tiba langsung kepesen lagi padahal belum ada tulisan ada yang nerima orderan tapi malah double orderannya, udah 2x kayak gini",app,negative
review_417_1,2025-10-27 10:08:41,aplikasi pencuri saya kirim.uang ke teman saya bacaan nya transfer berhasil dan saldo saya berkurang tapi saldo tidak masuk ke hp teman saya bukan sekali dua kali semoga bisa di perbaiki,app,negative
review_418_1,2025-10-27 10:00:13,efisiensi waktu dan hampir semua drivernya ramah ramah....,service,positive
review_421_1,2025-10-27 09:50:17,"aplikasi ini sangat berguna dan bagus,tapi tolong tambahan pada bagian fitur pembayaran juga untuk penggunaan DANA dan OVO",app,positive
review_422_1,2025-10-27 09:49:56,so far so good,none,positive
review_425_1,2025-10-27 09:08:23,kenapa map sering melenceng padahal sudah diset di awal,app,negative
review_427_1,2025-10-27 08:42:38,"gatau ah bt temen aku kasian nunggu 21 mnt d batalin, trs d oper oper hampir sejam🙃🙃🙃",service,negative
review_428_1,2025-10-27 08:35:53,"aplikasinya kk sangat bagus dan bermanfaat kk semoga aplikasinya kk lancar jaya dan selalu berkarya kk ok lah kalau begitu akan saya kabul permintaan bos""mu dan anak bos yang baik hati dan rajin menabung itu amin - amin ya robbal allah min yak allah abis cerito alias abis cerita titik gg pakai koma ini lah aku apa ada nya yak allah 🤗 🔱 😄 🔱 🤗 🔱 🤗",app,positive
review_432_1,2025-10-27 08:11:37,"kalo masang iklan yg bener, jangan maksa di suruh pesen paket padahal gak mau pesen paket aneh, sampe di restart ulang hp gw, yg bener kalo bikin iklan mah",app,negative
review_433_1,2025-10-27 07:37:33,"gojek apk nya banyak bacot,",app,negative
review_435_1,2025-10-27 07:23:54,"ga suka banget isi saldo disni, admin potong di dalam pengisian",app,negative
review_435_2,2025-10-27 07:23:54,"kalo topUp 50 malah masuk 48 hadeh orang perlu nya segitu jdi malah g cukup, tolong dong benerin",app,negative
review_437_1,2025-10-27 06:45:27,"okay lach,....",none,positive
review_438_1,2025-10-27 06:44:02,Susah mau ganti alamat.,app,negative
review_439_1,2025-10-27 06:12:46,aplikasi lumayan bagus,app,positive
review_442_1,2025-10-27 05:44:34,gaada yang butuh uang saya udah psen gaada yang mau,service,negative
review_445_1,2025-10-27 05:17:23,aplikasi sangat bermanfaat,app,positive
review_446_1,2025-10-27 05:10:28,good,none,positive
review_448_1,2025-10-27 05:08:44,mantap,none,positive
review_450_1,2025-10-27 04:53:57,mantap,none,positive
review_452_1,2025-10-27 03:58:57,bagus,none,positive
review_454_1,2025-10-27 03:33:26,Drivernya ramah,service,positive
review_456_1,2025-10-27 03:08:53,Sukses terus buat gojek dn begitupun buat semua driver gojek d mana pun berada semoga sllu sukses,service,positive
review_457_2,2025-10-27 03:03:18,Barakallahu fiikum,none,positive
review_459_1,2025-10-27 02:43:26,bagus,none,positive
review_469_1,2025-10-27 01:26:49,keren,none,positive
review_470_1,2025-10-27 01:17:11,Good,none,positive
review_476_1,2025-10-27 00:03:26,gak pernah dapat driver udah 3 hari selalu aja gak ada sibuk lah masa sebanyak itu loh udah 3 hari aku nunggu sia² aja,service,negative
review_478_1,2025-10-26 23:55:42,Mantap,none,positive
review_481_1,2025-10-26 23:34:17,"sering bgt dpt driverny lama, sekaliny dpt jauh bgt dr titik jempt",service,negative
review_483_1,2025-10-26 23:12:05,aplikasi saya hilang tidak bisa dipakai alasannya tidak tersedia diperangkat ini dan aneh nya email saya berubah,app,negative
review_484_1,2025-10-26 23:11:18,sangat membantu,none,positive
review_485_1,2025-10-26 22:58:18,good,none,positive
review_486_1,2025-10-26 21:35:05,"aplikasi ga jelas, anehhh, hapus aja gapenting",app,negative
review_487_1,2025-10-26 20:28:08,membantu,none,positive
review_488_1,2025-10-26 18:44:15,ntapssss!!,none,positive
review_489_1,2025-10-26 18:36:09,sangat membantu sekali buat pesen makanan dan berpergian,service,positive
review_490_1,2025-10-26 18:26:13,Good,none,positive
review_491_1,2025-10-26 17:37:15,mantap sangat membantu,none,positive
review_497_1,2025-10-26 16:19:19,sangat membantu,none,positive
review_498_1,2025-10-26 15:52:48,"tolong tertibkan penjualan yang set jam buka 24 jam, waktu order malah tutup",service,negative
review_499_1,2025-10-26 15:34:48,buruk,none,negative
review_502_1,2025-10-26 15:07:53,mantap,none,positive
review_503_1,2025-10-26 14:25:12,"selalu aman nyaman bersama gojek,semoga makin maju n bagus gojek",service,positive
review_504_1,2025-10-26 14:20:52,baik,none,positive
review_507_1,2025-10-26 13:59:53,ka saya d todong harus bayar ganti bensin driver karna pembatalan,service,negative
review_512_1,2025-10-26 13:08:09,udah lama nunggu makanan ujung ujung nya batal.sudah beberapa kali. sampe nunggu berjam jam. alasan driver sibuk,service,negative
review_514_1,2025-10-26 12:53:58,kenapa akun gojek saya tidak bisa digunakan untuk membuat orderan,app,negative
review_516_1,2025-10-26 12:22:50,bayar nya gabisa pakai dana,app,negative
review_517_1,2025-10-26 12:18:09,mobilnya bersih..harum... drivernya sopan,service,positive
review_518_1,2025-10-26 12:13:03,aplikasi yang memudahkan untuk transportasi,app,positive
review_519_1,2025-10-26 12:05:59,aplikasi malinggggggg,app,negative
review_521_1,2025-10-26 11:44:11,baik,none,positive
review_522_1,2025-10-26 11:43:21,gopay later selalu di tolak,app,negative
review_523_1,2025-10-26 11:40:02,ok,none,positive
review_533_1,2025-10-26 10:28:12,bagus praktis ga ribet ok.,none,positive
review_534_1,2025-10-26 10:24:36,"Bagus, mantap, gooooddddd.",none,positive
review_536_1,2025-10-26 10:21:53,Keren,none,positive
review_538_1,2025-10-26 10:15:34,sangat membantu,none,positive
review_540_1,2025-10-26 09:55:23,keren banget gan,none,positive
review_543_1,2025-10-26 09:26:19,Overall semua fitur & interfacenya nyaman digunakan.,app,positive
review_544_1,2025-10-26 09:20:26,So Far So Good,none,positive
review_546_1,2025-10-26 09:05:37,top bgt,none,positive
review_547_1,2025-10-26 09:04:45,"Pelayanan Baik, Driver dan team sangat membantu❤️",service,positive
review_549_1,2025-10-26 08:50:23,sangat membantu sekali,none,positive
review_550_1,2025-10-26 08:46:35,sangat membantu,none,positive
review_554_1,2025-10-26 07:11:50,inget bergabung,none,neutral
review_556_1,2025-10-26 06:37:01,good,none,positive
review_557_1,2025-10-26 06:35:57,mantap,none,positive
review_558_1,2025-10-26 06:17:41,keren,none,positive
review_559_1,2025-10-26 06:16:56,oke,none,positive
review_560_1,2025-10-26 06:15:23,bagus,none,positive
review_561_1,2025-10-26 06:13:59,"Aplikasi yg berguna utk transportasi , beli makanan dan pengiriman barang.",app,positive
review_564_1,2025-10-26 05:37:13,aman nyaman...,none,positive
review_567_1,2025-10-26 05:02:47,Uang saya terpotong untuk pembayaran aplikasi tertentu tanpa persetujuan saya,app,negative
review_569_1,2025-10-26 04:57:29,bagus,none,positive
review_571_1,2025-10-26 04:42:43,mantap,none,positive
review_573_1,2025-10-26 04:20:24,pokoknya mantul aku suka,none,positive
review_575_1,2025-10-26 04:08:46,bagus,none,positive
review_576_1,2025-10-26 03:42:09,"hadeh pengantaran gofood lama banget, makanan udah jadi tapi baru dipick-up 30 menit setelahnya",service,negative
review_577_1,2025-10-26 03:33:55,SUSAH DPT DRIVER PADA SOK SEMUA DAH TAU DIA MISKIN,service,negative
review_578_2,2025-10-26 03:23:31,tapi map nya kadang error sehingga kasihan drivernya,app,negative
review_579_1,2025-10-26 03:10:35,sangat membantu sekalii,none,positive
review_580_1,2025-10-26 03:03:01,"bayar langsung di apk, uang udah ke ambil",app,negative
review_583_1,2025-10-26 02:35:37,stay good for Indonesia,none,positive
review_584_1,2025-10-26 02:28:16,bagus,none,positive
review_585_1,2025-10-26 01:13:11,sangat baik,none,positive
review_586_1,2025-10-26 01:12:44,bagus,none,positive
review_589_1,2025-10-26 00:47:58,keren,none,positive
