sentence_id,at,content,category,sentiment
review_67_1,2025-10-30 09:12:53,tolong iya pihak gojek di perbaiki sistem nya makin ke sini makin tidak jelas sudah lama dapat nya giliran dapat jauh di kasih nya saya sudah menunggu 1 setengah jam kadang ke siangan berangkat kerja banyak pilihan juga percuma lambat terus,app dan service,negative
review_68_1,2025-10-30 09:00:26,gojek semakin mantap,service,positive
review_69_1,2025-10-30 08:58:49,dengan adanya gojek sangat membantu sangat,service,positive
review_70_1,2025-10-30 08:52:25,"aplikasi ok,,",app,positive
review_70_2,2025-10-30 08:52:25,"tapi cara kerja gopay pinjam yang bermasalah saya di tolak terus...padahal saya sudah 3 tahun pakai aplikasi gopay,,,tp tetap juga di tolak.padahal bukan banyak pinjam,",app,negative
review_71_1,2025-10-30 08:48:54,lama banget kalau mencari driver,service,negative
review_72_1,2025-10-30 08:13:54,sangat membantu,none,positive
review_73_1,2025-10-30 07:35:23,oke,none,positive
review_74_1,2025-10-30 07:31:24,layanan cepat,service,positive
review_75_1,2025-10-30 07:29:16,"heh buat goto kalau habis update an di cek dulu mengapa aplikasinya,masa habis di update , ngelagnya tidak ketolongan lebih baik aplikasi sebelah saja lebih pasti",app,negative
review_76_1,2025-10-30 07:29:14,good,none,positive
review_77_1,2025-10-30 07:26:20,sangat bagus untuk pergi,service,positive
review_78_1,2025-10-30 06:54:31,"tolong dong yang gocar di perbaiki, saya pesan gocar 3 kali ,semua tidak bergerak diam di tempat di lihat di maps, padahal jalan keadaan sepi tidak macet!!seolah olah tidak ada yang mau ambil orderan , saya tunggu 5 menit, masih tidak gerak jg, saya cancel dapat lagi sama juga begitu lgi...., pas dpet jln, banyak alasan ,inti ya seolah olah , pas dpet jln, banyak alasan ,inti ya seolah olah biar saya yang cancel..walaupun saya pesan jarak nya enggak terlalu jauh tapi harus nya profesional dong supir supir ny, jadi saya pindah ke aplikasi lain dan mau tanpa basa basi.",app dan service,negative
review_81_1,2025-10-30 06:26:49,pembayaran yang terlalu mahal driver sering meminta uang lebih tidak pernah tepat waktu driver aneh sering muter supaya meminta uang lebih sama macim juga begitu kalau buru tidak perlu pakai noh aplikasi datang tidak pernah cepat,app dan service,negative
review_82_1,2025-10-30 06:11:42,"gojek makin mahal aja, tidak ada promo nya. cuma iklan nya saja jajan terus",app,negative
review_82_3,2025-10-30 06:11:42,"tapi promo nya jauh sangat dari harga asli, sudah apa mahal harga pada naik semua tambah lagi tidak ada promo nya, ada promo juga itu dikit sangat potongan nya paling cuma 15 ribu hadeh iya percuma.",app,negative
review_82_4,2025-10-30 06:11:42,"padahal rata pembeli di gofood itu kaum menengah kebawah tapi harga nya harga sultan, buat orang kayak mah tidak masalah harga makanan segitu,warteg saja harga sama dengan restoran bintang 5,paling beda tipis harga nya.",app,negative
review_82_6,2025-10-30 06:11:42,parah!,none,negative
review_83_1,2025-10-30 06:10:26,pakai aplikasi gocar lebih enak dan mantap,app,positive
review_84_1,2025-10-30 05:41:13,sangat membantu masyarakat.,none,positive
review_85_2,2025-10-30 05:37:56,biar enek dilihat tidak kayak begini kamu ini kayaknya harus diperbarui pada foto profil driver gojek kerja suruh pakai atribut foto profil driver tidak pakai atribut tolong foto profil driver gojek di profil pakai atribut kan enak,app,negative
review_86_1,2025-10-30 05:26:25,"sangat jelek sistem pencarian drivernya , dan kebanyakan drivernya manja2...",app dan service,negative
review_86_2,2025-10-30 05:26:25,"order goride jemput anak sekolah pas dapat driver yang manja orderan saya di tahan hampir satu jam, sampai akhirnya di cancel sama drivernya",service,negative
review_87_1,2025-10-30 05:26:11,sangat membantu dalam keseharian terimakasih,service,positive
review_88_1,2025-10-30 05:10:55,ganti pin tidak bisa uangnya sayang sangat tidak bisa kepake buat bayar dicoba berkali sudah hampir sebulan juga tidak bisaaa aneh sangat heran,app,negative
review_89_1,2025-10-30 05:08:00,terbaik,none,positive
review_90_1,2025-10-30 05:06:03,akun gopay tidak bisa masuk,app,negative
review_90_2,2025-10-30 05:06:03,padahal baru di isi saldo bagaimana sih tiap masuk harus menunggu 60 menit,app,negative
review_91_1,2025-10-30 05:00:32,terimakasih,none,positive
review_92_1,2025-10-30 04:59:28,aplikasi kian hari tidak ada perubahan dengan penjemputan driver bisa mencapai radius 4km...,app,negative
review_92_2,2025-10-30 04:59:28,jika jalan macet driver harus buru buru tiba di resto jika tidak akan ada pembatalan oleh sistem..jika ada sesuatu hal yang tidak di inginkan terjadi pada driver yang ingin cepat sampai titik penjemputan dengan radius 4 km siapa yang mau di salahkan..,app,negative
review_93_1,2025-10-30 04:57:53,kapan mau di jual ke grab?,none,negative
review_93_2,2025-10-30 04:57:53,salam .50,none,neutral
review_94_1,2025-10-30 04:50:52,top,none,neutral
review_95_1,2025-10-30 04:42:19,sangat berguna,none,positive
review_96_1,2025-10-30 04:36:57,"karena bagus pelayanan.kk, soal nya enak semua barang-barang nya",service,positive
review_97_1,2025-10-30 03:57:32,"tolong lebih ditingkatkan lagi sistem gocar nya, setiap pesan gocar lama sangat pergerakannya, menunggu sampai puluhan menit.padahal jarak penjemputannya dekat",app dan service,negative
review_98_1,2025-10-30 03:51:04,good job,none,positive
review_99_1,2025-10-30 03:46:17,"baik,mantap,good",none,positive
review_100_1,2025-10-30 03:41:02,"mau upgrade ke plus saja susahnya meminta ampun, tolong dong jangan di persulit orang mau transfer gopay ke rek kayak gini.",app,negative
review_101_1,2025-10-30 03:21:47,kebanyakan driver gocar nya...,service,negative
review_101_2,2025-10-30 03:21:47,tidak mau ambil orderan malas,service,negative
review_102_1,2025-10-30 03:18:05,baik untuk di gunakan,none,positive
review_103_1,2025-10-30 03:07:57,oke,none,positive
review_104_1,2025-10-30 03:07:44,mantap,none,positive
review_105_1,2025-10-30 03:01:48,"gojek gojek aplikasi kamu di bajak tuh di fitur chat dengan nomor tidak dikenal, melakukan penagihan secara tidak sopan dan bar bar,sedangkan saya tidak mempunyai tunggakan di aplikasi gojek itu sangat menganggu.",app,negative
review_106_1,2025-10-30 02:48:44,"mangkin sangat , saya order sudah 1 jam, bahkan ada batalkan goofod nya sangat goojek, lama 2 ada tinggal custemer nya , ini bukan yang pertama iya",app dan service,negative
review_107_1,2025-10-30 02:25:40,mantap,none,positive
review_108_1,2025-10-30 01:52:46,makin sering pakai aplikasi ini kok tarifnya semakin mahal y?,app,negative
review_108_2,2025-10-30 01:52:46,ikut paket langgananpun promo nya sama dengan yang tidak ikut paket langganan dan minim lagi kadang gps nya juga troubel juga tidak bisa pantau posisi driver,app,negative
review_109_1,2025-10-30 01:44:10,bermanfaat,none,positive
review_110_1,2025-10-30 01:42:01,"akun saya dibekukan tanpa alasan yang jelas, ke pengaduan bahkan di suruh baca panduan, tidak menyelesaikan masalah!!!",app dan service,negative
review_111_1,2025-10-30 01:23:16,mantap,none,positive
review_112_1,2025-10-30 01:12:55,sangat membantu,none,positive
review_113_1,2025-10-30 00:44:30,supir seenaknya jidat cancel nan,service,negative
review_114_1,2025-10-30 00:24:48,amanah dan tanggung jawab,none,positive
review_115_1,2025-10-30 00:09:43,sangat membantu,none,positive
review_116_1,2025-10-29 23:51:15,mantap,none,positive
review_117_1,2025-10-29 23:46:57,lama drivernya.,service,negative
review_117_2,2025-10-29 23:46:57,bikin telat.,none,negative
review_118_1,2025-10-29 23:33:05,aman dan nyaman,none,positive
review_119_1,2025-10-29 23:17:16,"alhamdulillah sangat terbantu ada fasilitas gojek/gocar semoga para driver menjaga penampilan, spd/mobilnya dan berat badan agar penumpang juga nyaman, senang duduk di belakang nya",service,positive
review_120_1,2025-10-29 22:57:54,oke baik dan tempat waktu,none,positive
review_121_1,2025-10-29 22:49:10,aplikasi layanan terbaik terimakasih gojek,app,positive
review_122_1,2025-10-29 22:48:29,"bagus aplikasi nya layanan nya juga bagus kok,, entah saya mau komen apa lagi..lagi bingung tapi merasa bagus saja ini gojek",app,positive
review_123_1,2025-10-29 22:31:53,rekomendasi sekali,none,positive
review_124_1,2025-10-29 21:54:28,mantap,none,positive
review_125_1,2025-10-29 21:05:48,"aplikasi cerdas, teman dikala butuh transportasi instan pengiriman barang beli makanan , beli obattan 24 jam recommended",app,positive
review_126_1,2025-10-29 20:27:57,terima kasih,none,positive
review_128_1,2025-10-29 18:25:41,keren,none,positive
review_129_1,2025-10-29 18:18:48,sopir sangat ramah.,service,positive
review_129_2,2025-10-29 18:18:48,dan cara mengemudikanya sangat nyaman sangat,service,positive
review_130_1,2025-10-29 17:39:57,sangat membantu,none,positive
review_131_1,2025-10-29 16:45:41,oke oke saya nyaman,none,positive
review_132_1,2025-10-29 16:22:05,map buruk dalam penentuan arah,app,negative
review_133_1,2025-10-29 15:47:49,"maaf saya sudah tutup poin 11 orderan argo hemat, aplikasi sudah saya matikan, saya jalan pulang sampai rumah ada 3 order masuk tidak tahu kok bisa ,performa turun,saya tidak jadi dapat bonus , mengapa ya,apa ada hacker atau dari gojek ada masalah lain",app,negative
review_135_1,2025-10-29 14:43:50,mantap,none,positive
review_136_1,2025-10-29 14:07:16,mantap,none,positive
review_137_1,2025-10-29 13:47:34,fitur gofood tidak ramah ke customer,app,negative
review_138_1,2025-10-29 13:43:08,tolong bagi para pengguna jasa gojek.bukalah hati anda.bayangkan bila anda menggunakan jasa ojek konvensional dari ongkos dan pelayanannya juga beda.hargailah para driver gojek dengan memberikan ulasan positif dan bintang yang realistis.kesalahan bukan selalu dari pihak driver saja.apabila anda menunggu terlalu lama itu karena server yang kurang memadai. sekali lagi kami sebagai driver mohon maaf apabila ada rekan kami yang kurang memberikan layanan memuaskan,app dan service,negative
review_139_1,2025-10-29 13:16:17,costumer service tidak memberikan jawaban akan tetapi dialihkan ke mesin penjawab..,app,negative
review_139_3,2025-10-29 13:16:17,harusnya kalau customer bertanya mohon diberikan penjelasan ..,service,negative
review_139_4,2025-10-29 13:16:17,seperti case yang saya alami saldo gopay saya terpotong otomatis untuk tip .sedangkan saya belum melakukan penilaian dan belum memberikan tip.akantetapi saldo saya terpotong bahkan nilainya hampir sama dengan aplikasi gocar yang saya gunakan..tertulis katanya promo..promo apaan..itu penipuan.,app,negative
review_139_11,2025-10-29 13:16:17,saya tidak tahu yang motong saldo gopay saya dari drivernya atau dari aplikasi,app,negative
review_140_1,2025-10-29 13:04:10,nice,none,positive
review_143_1,2025-10-29 12:44:09,aplikasi ini sangat mantap,app,positive
review_144_1,2025-10-29 12:41:38,kepeda seluruh driver gojek saya hanya sebatas mengingatkan sebelum mulai jalan usahakan menyimpan uang khas receh biar bisa mengasih kembalian ..kembalian genap 20.000 saja tidak ada meminta ada ikhlasin,service,negative
review_145_1,2025-10-29 12:29:01,gojek memang oke,service,positive
review_146_1,2025-10-29 12:10:00,subhanallah alhamdulillah lah ilaha illallah allahu akbar lah haula walaa quwwata illa billah,none,neutral
review_147_1,2025-10-29 12:06:34,sangat mudah digunakan,none,positive
review_148_1,2025-10-29 12:05:42,selalu nyaman pakai gojek,service,positive
review_149_1,2025-10-29 12:04:45,bagus bangett,none,positive
review_150_1,2025-10-29 12:01:32,potongan buat driver nya apa tidak kurang besar?,service,negative
review_150_2,2025-10-29 12:01:32,"kasihan driver nya , mau harga mahal pun tetap ke driver nya mah kecil..",service,negative
review_150_3,2025-10-29 12:01:32,sungguh tidak adil,none,negative
review_151_1,2025-10-29 12:01:02,terlalu rumit,none,negative
review_152_1,2025-10-29 11:57:29,god good,none,positive
review_153_1,2025-10-29 11:56:12,kalau lagi ujan susah sangat dapat drivernyaaa,service,negative
review_154_1,2025-10-29 11:50:05,"saya edit ulasannya, jadi bintang 0 kalau ada, knp?",app,negative
review_154_3,2025-10-29 11:50:05,"saya bayar tokopedia gopay paylater 2bulan, rekening saldo kepotong notifikasi ke kirim masuk,tp cicilan tidak berkurang, bahkan 3 hari status jadi hangus,kmn coba itu uang kekirim, sangat kecewa, jadi jera pakai tokopedia sama gojek cicilan, hai teman jangan beli pakai paylater nya tokped gojek gopay, pt mabnya bermasalah, banyak penipunya",app,negative
review_155_1,2025-10-29 11:44:42,"hujan dikit susah cari driver, gofood sampai 1,5jam tidak ada driver,gosend juga sama.",service,negative
review_155_2,2025-10-29 11:44:42,bukan mempermudah bahkan mempersulit,service,negative
review_156_1,2025-10-29 11:43:29,oke,none,positive
review_158_1,2025-10-29 11:20:19,driver lama setiap order makanya lama serba lama,service,negative
review_159_1,2025-10-29 11:18:16,mantap,none,positive
review_160_1,2025-10-29 11:17:48,"saya sudah menunggu lama buat pesan gojek doang buat hari ini,",service,negative
review_160_3,2025-10-29 11:17:48,"tapi dapat gojek cepat mah tidak papa, ini sudah lama, dimahalin lagi.",service,negative
review_160_4,2025-10-29 11:17:48,mau mengajak ribut apa bagaimana aplikasi kocak,app,negative
review_161_1,2025-10-29 11:16:36,kurang simple dan intuitif agar lebih mudah,app,negative
review_162_1,2025-10-29 11:14:17,mantap dan oke sangat,none,positive
review_163_1,2025-10-29 11:13:58,bagus,none,positive
review_164_1,2025-10-29 11:10:33,good,none,positive
review_165_1,2025-10-29 11:03:50,good membantu,none,positive
review_166_1,2025-10-29 11:03:05,mantap,none,positive
review_167_1,2025-10-29 10:53:32,"gojek selalu mantap, dan tetap selalu di hati",service,positive
review_168_1,2025-10-29 10:39:12,mempermudah perjalanan,service,positive
review_169_1,2025-10-29 10:33:57,gila sangat kalau hujan naik harganya sampai 130%,service,negative
review_170_1,2025-10-29 10:28:58,mantap,none,positive
review_171_1,2025-10-29 09:58:49,keren,none,positive
review_172_1,2025-10-29 09:55:42,"lapor karena pesanan di selesaikan driver ,tapi penumpang tidak dijemput,,malah tidak bisa diproses dong balasannya mana bayar pakai gopay lagi,,2x dapat driver gocar kaya begini modelan nya..bobrok sangat ini aplikasi nya padahal harus konsumen lebih di prioritaskan..",app dan service,negative
review_172_6,2025-10-29 09:55:42,"kecewa banget,, maaf iya aplikasi kamu gue uninstall",app,negative
review_173_1,2025-10-29 09:53:14,bagussss,none,positive
review_174_1,2025-10-29 09:47:41,pengemudi ramah nyaman nyopirnya,service,positive
review_174_2,2025-10-29 09:47:41,biar bintang yang berbicara,service,neutral
review_175_1,2025-10-29 09:42:51,"map nya tidak jelas banget, tidak update pergerakan driver.",app,negative
review_175_2,2025-10-29 09:42:51,sering galat padahal jaringan bagus.,app,negative
review_175_4,2025-10-29 09:42:51,tolong diperbaiki lagi,app,negative
review_176_1,2025-10-29 09:36:00,selamat sampai tujuan,service,positive
review_179_1,2025-10-29 09:32:15,"perjalanan jauh ready???ga salah??? aku bayar loh dari madura ke surabaya saja tidak ada yang mau, gapapa kah kalau slogan nya kayak gitu??? hah? harus diubah tidak sih???",service,negative
review_180_1,2025-10-29 09:06:43,aplikasi tahu susah sangat cari driver,app,negative
review_181_1,2025-10-29 08:58:43,saya senang dengan adanya gojek mau pergi kemana saja jadi mudah,service,positive
review_182_1,2025-10-29 08:51:59,ini gojek sudah di atur alamat nya sudah sering pesan tiba tiba berubah sendiri. tolong lah kalau tidak ada yang meminta pindah alamat jangan di pindahin sendiri,app,negative
review_183_1,2025-10-29 08:51:47,sangat membantu,none,positive
review_184_1,2025-10-29 08:46:05,"mau hapus akun saja susah sangat , di persulit",app,negative
review_185_1,2025-10-29 08:45:47,2 kali order gocar comfort pada tidak gerak mengapa deh ?,app,negative
review_186_1,2025-10-29 08:30:34,deh eee wa t rft nya ee dek,none,neutral
review_187_1,2025-10-29 08:28:57,sangat membantu dalam perjalanan,service,positive
review_189_1,2025-10-29 08:12:43,jauh sangat,none,negative
review_190_1,2025-10-29 08:12:40,sistem gojek bisa dijebol sama orderan palsu atau fiktif gofood tidak sampai makan aku ada dicek no gojeknya fiktif,app,negative
review_191_1,2025-10-29 07:55:48,banyak membantu,none,positive
review_192_1,2025-10-29 07:50:27,good,none,positive
review_193_1,2025-10-29 07:47:29,"aplikasi kocak,,, pesan gosend dari shopee instant kayak same day..psen jam 11 sampai jam 3 belum di carikan driver..bangke emng,,, jera lah pakai gojek.",app dan service,negative
review_194_1,2025-10-29 07:44:44,"layanan baik, cepat.",service,positive
review_194_2,2025-10-29 07:44:44,terimakasih gojek,service,positive
review_195_1,2025-10-29 07:43:44,bagus-bagus sangat membantu....,none,positive
review_196_1,2025-10-29 07:27:54,selalu terbantu dengan aplikasi gojek,app,positive
review_197_1,2025-10-29 07:23:55,ini memudahkan saya untuk belanja,service,positive
review_198_1,2025-10-29 07:16:51,"orderan fiktif merugikan, datang kerumah padahal saya enggak pesan, enggak ada reimburse dan tindakan",service,negative
review_199_1,2025-10-29 07:03:24,"naik gocar pulang dari mall dapat driver nya rewel sepanjang jalan mengomong terus, wkwk kelihatan nya sih driver kayak tidak suka begitu sama penumpang nya.karna di suruh masuk ke parkiran dan tidak jauh juga parkiran nya. padahal kita bayar loh, begitu pun uang parkir kita bayar kalau memang enggak mau kan dia bisa cancel tidak perlu ambil. kocak",service,negative
review_200_1,2025-10-29 06:57:23,sangat sangat bagus,none,positive
review_201_1,2025-10-29 06:55:09,sangat membantu,none,positive
review_202_1,2025-10-29 06:21:35,mantap dengan adanya aplikasi ini memudahkan saya yang suka mageran buat jajan dari rumah saja,app,positive
review_203_1,2025-10-29 06:07:25,"resto mengirim pesanan kurang, di komplain ke gojek karena tidak ada no resto di nota. tapi dari pihak gojek tidak bisa mengasih penyelesaian dan slow respon",service,negative
review_204_1,2025-10-29 06:01:01,driver tepat waktu dan sopan,service,positive
review_205_1,2025-10-29 05:53:45,dengan gojek bisa memudahkan kita untuk kemana saja dan banyak promonya,app,positive
review_206_1,2025-10-29 05:16:50,"percuma bayar berlangganan tapi voucher diskon untuk yang pakai bank tertentu, heiii.. coba maksimalkan voucher untuk pembayaran dengan gopay ataupun gopaylater dong, makin kesini mutu harusnya ditingkatkan tapi makin minim fasilitas walau sudah bayar untuk langganan, sangat ah",app,negative
review_207_1,2025-10-29 05:15:54,oke,none,positive
review_208_1,2025-10-29 05:09:24,"gojek ini pembohong..kita pesan gojek comfort selalu karena di iming imingi new avanza, expander dll.. tapi tetap saja yang datang xenia dan avanza tahun lama.. kalau begitu terus kita akan pindah ke aplikasi lain yang lebih baik dan jujur apa adanya.. tidak tukang bohong...",service,negative
review_209_1,2025-10-29 05:04:12,aplikasi apa ini setiap mau di pakai gangguan servernya,app,negative
review_210_1,2025-10-29 05:00:57,mantap,none,positive
review_211_1,2025-10-29 04:57:38,biasa saja,none,neutral
review_212_1,2025-10-29 04:53:22,"terimakasih telah membantu selama ini, kredit skor saya di gojek saya rasa bagus meskipun dulu saya pernah terlambat bayar cicilan tapi tidak sampai 1 minggu lebih menunggak dan itupun hanya sekali dan kemudian setiap bulan nya lancar membayar tagihan paylater setiap jatuh tempo. dengan gojek tidak memberikan saya fasilitas paylater lagi saya akan hapus aplikasi gojek beserta lainnya yang berafiliasi dengan gojek ataupun fintech. dan saya tidak puas dengan fitur costumer service bot nya anda terlalu meremehkan pelanggan",app dan service,negative
review_213_1,2025-10-29 04:35:10,oke sih,none,positive
review_214_1,2025-10-29 04:18:24,berikanlah yang terbaik untuk para konsumen dan semua driver gojek,service,positive
review_215_1,2025-10-29 03:55:46,gampang dan mudah,none,positive
review_216_1,2025-10-29 03:50:00,sudah tidak bisa pesan motor.,app,negative
review_216_2,2025-10-29 03:50:00,gangguan terus,app,negative
review_217_1,2025-10-29 03:07:10,setiap ada kesalahan sistem tidak pernah merespon sesuai kendala.,app,negative
