sentence_id,at,content,category,sentiment
review_100_1,2025-10-30 03:41:02,"mau upgrade ke plus aja susahnya minta ampun, tolong dong jgn di persulit org mau tf gopay ke rek kaya gini.",app,negative
review_101_1,2025-10-30 03:21:47,kebanyakan driver gocar nya...,app,negative
review_101_2,2025-10-30 03:21:47,gak mau ambil orderan males,service,negative
review_102_1,2025-10-30 03:18:05,baik untuk di gunakan,none,positive
review_103_1,2025-10-30 03:07:57,ok,none,neutral
review_104_1,2025-10-30 03:07:44,mantap,none,positive
review_105_1,2025-10-30 03:01:48,"jek jek aplikasi kau di bajak tuh di fitur chat dengan nomor tidak dikenal, melakukan penagihan secara tidak sopan dan bar bar,sedangkan saya tidak mempunyai tunggakan di aplikasi gojek itu sangat menganggu.",app,negative
review_106_1,2025-10-30 02:48:44,"mangkin parah , saya order udah 1 jam, malah d batalkan goofod nya parah goojek, lama 2 d tinggal custemer nya , ini bukan yg pertama ya",app dan service,negative
review_107_1,2025-10-30 02:25:40,ajib,none,positive
review_108_1,2025-10-30 01:52:46,makin sering pake aplikasi ini kok tarifnya semakin mahal y?,app,negative
review_108_2,2025-10-30 01:52:46,ikut paket langgananpun promo nya sm dg yg ga ikut paket langganan dan minim lg kdg gps nya jg troubel jg ga bs pantau posisi driver,app,negative
review_109_1,2025-10-30 01:44:10,bermanfaat,none,positive
review_110_1,2025-10-30 01:42:01,"akun saya dibekukan tanpa alasan yang jelas, ke pengaduan malah di suruh baca panduan, tidak menyelesaikan masalah!!!",app dan service,negative
review_111_1,2025-10-30 01:23:16,Mantap,none,positive
review_112_1,2025-10-30 01:12:55,sangatemnantu,none,positive
review_113_1,2025-10-30 00:44:30,supir seenaknya jidat cancel cok,service,negative
review_114_1,2025-10-30 00:24:48,amanah dan tanggung jawab,none,positive
review_115_1,2025-10-30 00:09:43,Sangat membantu,none,positive
review_116_1,2025-10-29 23:51:15,mantap,none,positive
review_117_1,2025-10-29 23:46:57,lama drivernya.,service,negative
review_117_2,2025-10-29 23:46:57,bikin telat.,none,negative
review_118_1,2025-10-29 23:33:05,aman dan nyaman,none,positive
review_119_1,2025-10-29 23:17:16,"Alhamdulillah sangat terbantu ada fasilitas GOJEK/GOCAR semoga para driver menjaga penampilan, spd/mobilnya dan BB agar penumpang juga nyaman, senang duduk di belakang nya",app,positive
review_120_1,2025-10-29 22:57:54,ok baik' dan tempat waktu,none,positive
review_121_1,2025-10-29 22:49:10,aplikasi pelayanan terbaik terimakasih gojek,app dan service,positive
review_122_1,2025-10-29 22:48:29,"Bagus app nya pelayanan nya juga bagus kok,, ntah saya mau komen apa lagi..Lagi bingung tapi merasa bagus aja nih gojek",app dan service,positive
review_123_1,2025-10-29 22:31:53,Rekomendasi sekali,none,positive
review_124_1,2025-10-29 21:54:28,mantap 👍,none,positive
review_125_1,2025-10-29 21:05:48,"Aplikasi Cerdas, Teman dikala butuh transportasi instan pengiriman barang beli makanan , beli obat²tan 24 jam Recommended",app,positive
review_126_1,2025-10-29 20:27:57,makasih,none,positive
review_127_1,2025-10-29 18:28:56,mantappppp yakin deh pakai gojek aja aplikasi andalan bagi seluruh penumpang/pengguna .,service,positive
review_128_1,2025-10-29 18:25:41,keren,none,positive
review_129_1,2025-10-29 18:18:48,sopir sangat ramah.,service,positive
review_129_2,2025-10-29 18:18:48,dan cara mengemudikanya sangat nyaman bgt,service,positive
review_130_1,2025-10-29 17:39:57,sangat membantu,none,positive
review_131_1,2025-10-29 16:45:41,oke oke sy nyaman,none,positive
review_132_1,2025-10-29 16:22:05,map buruk dalam penentuan arah,app,negative
review_133_1,2025-10-29 15:47:49,"maaf saya sudah tutup poin 11 orderan argo hemat, aplikasi sudah saya matikan, saya jalan pulang sampai rmh ada 3 order masuk ga tau kok bisa ,performa turun,saya ga jadi dapat bonus , kenapa ya,apa ada hacker atau dr gojek ada masalah lain",app dan service,negative
review_135_1,2025-10-29 14:43:50,mantap,none,positive
review_136_1,2025-10-29 14:07:16,mntapp,none,positive
review_137_1,2025-10-29 13:47:34,fitur gofood tidak ramah ke customer,app,negative
review_138_1,2025-10-29 13:43:08,Tolong bagi para pengguna jasa gojek.Bukalah hati anda.Bayangkan bila anda menggunakan jasa ojek konvensional dari ongkos dan pelayanannya juga beda.Hargailah para driver gojek dgn memberikan ulasan positif dan bintang yg realistis.Kesalahan bukan selalu dari pihak driver saja.Apabila anda menunggu terlalu lama Itu karena server yg kurang memadai. Sekali lagi kami sbg driver mohon maaf apabila ada rekan kami yg kurang memberikan pelayanan memuaskan,app dan service,negative
review_139_1,2025-10-29 13:16:17,cs tdk memberikan jawaban akan tetapi dialihkan ke mesin penjawab..,service,negative
review_139_3,2025-10-29 13:16:17,harusnya kalau customer bertanya mohon diberikan penjelasan ..,service,negative
review_139_4,2025-10-29 13:16:17,seperti case yg saya alami saldo gopay saya terpotong otomatis untuk Tip .sedangkan saya belum melakukan penilaian dan belum memberikan tip.akantetapi saldo saya terpotong bahkan nilainya hampir sama dengan aplikasi gocar yang saya gunakan..tertulis katanya promo..promo apaan..itu penipuan.,app,negative
review_139_11,2025-10-29 13:16:17,saya tidak tahu yg motong saldo gopay saya dari drivernya atau dari aplikasi,app dan service,negative
review_140_1,2025-10-29 13:04:10,nice,none,positive
review_141_1,2025-10-29 13:01:05,tlg d atikan yaplikasiny golek y,none,neutral
review_142_1,2025-10-29 12:45:47,"ada beberapa opsi dimana sangat menjengkelkan, bukanya di bisa di cancel malah di perluas dan di perpanjang untuk mencari driver sekitar 1 jam",app dan service,negative
review_143_1,2025-10-29 12:44:09,aplikasi ini sangat mantap,app,positive
review_144_1,2025-10-29 12:41:38,kepeda seluruh driver gojek saya hanya sebatas mengingatkan sebelum Mulai jalan usahakan nyimpen uang khas receh biar bisa ngasih kembalian ..kembalian genap 20.000 aja gak ada minta d ikhlasin 😬,service,negative
review_145_1,2025-10-29 12:29:01,gojek memang oke,service,positive
review_146_1,2025-10-29 12:10:00,subhanallah alhamdulillah laa ilaha illallah allahu akbar laa haula walaa quwwata illa billah,none,neutral
review_147_1,2025-10-29 12:06:34,sangat mudah digunakan 👍,none,positive
review_148_1,2025-10-29 12:05:42,selalu nyaman pakai gojek,service,positive
review_149_1,2025-10-29 12:04:45,Bagus bangett 🫰🏻😻,none,positive
review_150_1,2025-10-29 12:01:32,potongan buat driver nya apa ga kurang besar?,app,negative
review_150_2,2025-10-29 12:01:32,"kasian driver nya , mau harga mahal pun tetep ke driver nya mah kecil..",app dan service,negative
review_150_3,2025-10-29 12:01:32,sungguh ga adil 😑,none,negative
review_151_1,2025-10-29 12:01:02,terlalu ribet,none,negative
review_152_1,2025-10-29 11:57:29,god good,none,positive
review_153_1,2025-10-29 11:56:12,kalo lagi ujan susah banget dapet drivernyaaa,service,negative
review_154_1,2025-10-29 11:50:05,"sy edit ulasannya, jd bintang 0 kalo ada, knp?",none,negative
review_154_3,2025-10-29 11:50:05,"sy bayar tokopedia gopay paylater 2bulan, rekening saldo kepotong notifikasi ke kirim masuk,tp cicilan gak berkurang, malah 3 hari status jd hangus,kmn coba itu uang kekirim, sangat kecewa, jd kapok pake tokopedia sama gojeg cicilan, hey teman jgn beli pake paylater nya tokped gojeg gopay, pt mabnya bermasalah, banyak penipunya",app,negative
review_155_1,2025-10-29 11:44:42,"hujan dikit susah cari driver, gofood sampe 1,5jam gak ada driver,gosend juga sama.",service,negative
review_155_2,2025-10-29 11:44:42,bukan mempermudah malah mempersulit,none,negative
review_156_1,2025-10-29 11:43:29,Ok,none,neutral
review_157_1,2025-10-29 11:39:43,"sulit batal order makan, gosend susah hubungi wa makin buruk",app dan service,negative
review_158_1,2025-10-29 11:20:19,driver lama setiap order mknya lama serba lama,service,negative
review_159_1,2025-10-29 11:18:16,mantap,none,positive
review_160_1,2025-10-29 11:17:48,"SAYA SUDAH MENUNGGU LAMA BUAT PESAN GOJEK DOANG BUAT HARI INI,",service,negative
review_160_2,2025-10-29 11:17:48,"PADAHAL HUJAN UDAH BERHENTI, UDAH NUNGGU SEJAM CUMA BUAT PESAN GOJEK, KAGAK DPT2, UDAH GITU DIMAHALIN LAGI, KALAU MAHAL",app dan service,negative
review_160_3,2025-10-29 11:17:48,"TAPI DPT GOJEK CEPET MAH GAK PAPA, INI UDAH LAMA, DIMAHALIN LAGI.",app dan service,negative
review_160_4,2025-10-29 11:17:48,MAU NGAJAK RIBUT APA GIMANA APLIKASI KOCAK,app,negative
review_161_1,2025-10-29 11:16:36,kurang simple dan intuitif agar lebih mudah,app,negative
review_162_1,2025-10-29 11:14:17,Mantab & Oke banget,none,positive
review_163_1,2025-10-29 11:13:58,bagus,none,positive
review_164_1,2025-10-29 11:10:33,good,none,positive
review_165_1,2025-10-29 11:03:50,good membantu,none,positive
review_166_1,2025-10-29 11:03:05,mantap,none,positive
review_167_1,2025-10-29 10:53:32,"Gojek selalu Mantap, dan tetap selalu di hati",service,positive
review_168_1,2025-10-29 10:39:12,mempermudah perjalanan,none,positive
review_169_1,2025-10-29 10:33:57,gila banget kl hujan naik harganya sampe 130%,app,negative
review_170_1,2025-10-29 10:28:58,mantap,none,positive
review_171_1,2025-10-29 09:58:49,keren,none,positive
review_172_1,2025-10-29 09:55:42,"Lapor karna pesanan di selesaikan driver ,tapi penumpang gak dijemput,,malah gak bisa diproses dong balasannya mana bayar pake gopay lagi,,2x dapat driver Gocar kya bgni modelan nya..bobrok banget ni aplikasi nya padahal harus konsumen lebih di prioritaskan..",app dan service,negative
review_172_6,2025-10-29 09:55:42,"kecewa banget,, sorry ya Aplikasi lo w Uninstall",app,negative
review_173_1,2025-10-29 09:53:14,bagussss,none,positive
review_174_1,2025-10-29 09:47:41,pengemudi ramah nyaman nyopirnya,service,positive
review_174_2,2025-10-29 09:47:41,biar bintang yg berbicara,none,neutral
review_175_1,2025-10-29 09:42:51,"map nya gak jelas banget, gak update pergerakan driver.",app,negative
review_175_2,2025-10-29 09:42:51,sering error padahal jaringan bagus.,app,negative
review_175_4,2025-10-29 09:42:51,tolong diperbaiki lagi,none,negative
review_176_1,2025-10-29 09:36:00,selamat sampai tujuan,none,positive
review_177_1,2025-10-29 09:34:37,"UDAH TAU BATALIN BOOKING KARENA JAUH, MALAH DI CARI ON YANG JAUH PUNYA OTAK?",app dan service,negative
review_178_1,2025-10-29 09:34:20,penyediaan driver sering terlalu jauh dari lokasi jemput,app dan service,negative
review_179_1,2025-10-29 09:32:15,"perjalanan jauh ready???ga salah??? aku mbayar loh dari Madura ke Surabaya aja ga ada yang mau, gapapa ta kalo slogan e kayak gitu??? hah? harus diubah ga sih???",service,negative
review_180_1,2025-10-29 09:06:43,aplikasi tau susah banget cari driver,app dan service,negative
review_181_1,2025-10-29 08:58:43,saya senang dengan adanya gojek mau pergi kemana saja jadi mudah,service,positive
review_182_1,2025-10-29 08:51:59,ni gojek udh di setting alamat nya sudah sering pesan tiba tiba berubah sendiri. tolong lah kalo gk ada yang minta pindah alamat jgn di pindahin sendiri,app,negative
review_183_1,2025-10-29 08:51:47,sangat membantu,none,positive
review_184_1,2025-10-29 08:46:05,"mau hapus akun aja susah banget , di persulit",app,negative
review_185_1,2025-10-29 08:45:47,2x order gocar comfort pada ga gerak kenapa dah ?,service,negative
review_186_1,2025-10-29 08:30:34,dh eee wa t RFT e ee Dee,none,neutral
review_187_1,2025-10-29 08:28:57,sangat membantu dlm perjalanan,none,positive
review_188_1,2025-10-29 08:22:48,yaa gitu anjayyy pokok e sekian heheheh,none,neutral
review_189_1,2025-10-29 08:12:43,jauh banget,none,neutral
review_190_1,2025-10-29 08:12:40,sistem gojek bisa dijebol sama orderan palsu atau fiktif gofood gak sampe makan ak ada dicek no gojekny fiktif,app,negative
review_191_1,2025-10-29 07:55:48,banyak membantu,none,positive
review_192_1,2025-10-29 07:50:27,good,none,positive
review_193_1,2025-10-29 07:47:29,"aplikasi kocak,,, pesen gosend dari shoppe instant kek same day..psen jm 11 sampe jam 3 blm di cariin driver..bangke emng,,, kapok lah pke gojek.",app dan service,negative
review_194_1,2025-10-29 07:44:44,"Pelayanan baik, cepat.",service,positive
review_194_2,2025-10-29 07:44:44,Terimakasih GO-JEK🙏,service,positive
review_195_1,2025-10-29 07:43:44,bagus2 sangat membantu....,none,positive
review_196_1,2025-10-29 07:27:54,selalu terbantu dengan aplikasi gojek,app,positive
review_197_1,2025-10-29 07:23:55,ini memudahkan saya untuk belanja,none,positive
review_198_1,2025-10-29 07:16:51,"orderan fiktif merugikan, dateng kerumah padahal saya g pesan, gaada reimburst dan tindakan",app dan service,negative
review_199_1,2025-10-29 07:03:24,"naik gocar plg dari mall dapet driver nya rewel sepanjang jalan ngomong terus, wkwk keliatan nya si driver kaya ga suka gitu sama penumpang nya.karna di suruh masuk ke parkiran dan ga jauh juga parkiran nya. padahal kita bayar loh, bgtu pun uang parkir kita bayar kalau emg gamau kn dia bisa cancel ga perlu ambil. kocak",service,negative
review_200_1,2025-10-29 06:57:23,Sangat sangat bagus,none,positive
review_201_1,2025-10-29 06:55:09,sangat membantu☝️👏👏👌🤟,none,positive
review_202_1,2025-10-29 06:21:35,mantap dengan adanya apk ini memudahkan saya yg suka mageran buat jajan dari rumah saja,app,positive
review_203_1,2025-10-29 06:07:25,"Resto ngirim pesenan kurang, di complain ke gojek karena ga ada no resto di nota. tapi dari pihak gojek ga bisa ngasih penyelesaian dan slow respon",service,negative
review_204_1,2025-10-29 06:01:01,driver tepat waktu dan sopan,service,positive
review_205_1,2025-10-29 05:53:45,dengan gojek bisa memudahkan kita utk kemana saja dan banyak promonya,app,positive
